"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"BFC","2019-12-04","86","86","85","85","0.00","6900"
"BFC","2019-12-03","87","87","85","85","-2.30","4060"
"BFC","2019-12-02","90","90","87","87","-2.25","760"
"BFC","2019-12-01","88","89","88","89","2.30","110"
"BFC","2019-11-27","85","87","85","87","1.16","710"
"BFC","2019-11-26","86","87","86","86","-1.15","275"
"BFC","2019-11-25","88","88","87","87","0.00","330"
"BFC","2019-11-24","87","88","85","87","0.00","3315"
"BFC","2019-11-21","89","90","87","87","-3.33","1061"
"BFC","2019-11-20","90","90","90","90","-1.10","25"
"BFC","2019-11-19","91","91","91","91","-1.09","65"
"BFC","2019-11-17","92","92","92","92","0.00","50"
"BFC","2019-11-12","93","94","91","92","-2.13","1180"
"BFC","2019-11-11","91","94","91","94","2.17","355"
"BFC","2019-11-06","93","93","92","92","0.00","180"
"BFC","2019-11-04","89","92","88","92","2.22","942"
"BFC","2019-11-03","91","91","90","90","0.00","870"
"BFC","2019-10-31","93","93","90","90","-4.26","2600"
"BFC","2019-10-24","92","94","92","94","3.30","30"
"BFC","2019-10-23","90","92","90","91","0.00","1000"
"BFC","2019-10-22","91","92","91","91","1.11","220"
"BFC","2019-10-21","94","96","90","90","-3.23","1514"
"BFC","2019-10-20","95","96","91","93","-1.06","737"
"BFC","2019-10-17","89","94","89","94","4.44","783"
"BFC","2019-10-16","89","91","89","90","0.00","1660"
"BFC","2019-10-15","88","92","88","90","3.45","1480"
"BFC","2019-10-10","87","87","86","87","0.00","1105"
"BFC","2019-10-03","89","89","87","87","-3.33","1010"
"BFC","2019-10-02","91","91","90","90","-1.10","1209"
"BFC","2019-10-01","87","93","87","91","3.41","5095"
"BFC","2019-09-30","88","88","88","88","0.00","1000"
"BFC","2019-09-29","87","88","87","88","1.15","43"
"BFC","2019-09-26","88","88","86","87","-2.25","3157"
"BFC","2019-09-24","90","90","88","89","-2.20","2394"
"BFC","2019-09-23","91","91","90","91","-1.09","1890"
"BFC","2019-09-22","87","92","87","92","4.55","668"
"BFC","2019-09-19","88","91","88","88","0.00","5410"
"BFC","2019-09-18","88","89","88","88","0.00","30"
"BFC","2019-09-17","89","90","87","88","0.00","3480"
"BFC","2019-09-16","90","90","88","88","-2.22","1900"
